CustomerID,Age,Gender,Category,ItemPurchased,Amount,Season,PaymentMethod,ItemRating,DiscountApplied(%),PreviousPurchases
2282,24,Male,Electronics,Mobile Phone,1152.1,Summer,Card,3.8,17,6
2283,56,Male,Sports,Dumbbells,114.65,Spring,Card,4,20,5
2284,42,Female,Sports,Yoga Mat,41.07,Spring,Cash on Delivery,4.1,12,6
2285,61,Male,Mens Clothing,Shirt,74.1,Autumn,Card,3.9,19,7
2286,53,Female,Home,Kitchen Set,168.46,Autumn,Card,3,21,8
2287,39,Male,Electronics,Headphones,1717.63,Autumn,Card,4.3,18,4
2288,58,Female,Accessories,Wallet,74.28,Winter,Cash on Delivery,5,18,4
2289,70,Female,Groceries,Beverages,52.34,Winter,Card,3.8,18,4
2290,62,Male,Mens Clothing,Shirt,174.7,Winter,Card,4.2,10,5
2291,45,Male,Sports,Football,169.77,Autumn,Card,4.6,14,7
2292,60,Male,Footwear,Sandals,70.96,Spring,Card,3.6,20,5
2293,68,Male,Sports,Football,177.66,Summer,Card,4.7,22,6
2294,58,Female,Accessories,Handbag,114.19,Spring,Card,1.8,10,5
2295,66,Male,Sports,Yoga Mat,242.46,Spring,Card,3.9,12,6
2296,51,Female,Accessories,Wallet,140.92,Spring,Card,2.7,28,9
2297,55,Female,Footwear,Sneakers,81.99,Summer,Cash on Delivery,4.7,18,9
2298,50,Male,Footwear,Sandals,72.37,Autumn,Card,4.2,12,6
2299,36,Female,Footwear,Sandals,174.35,Autumn,Card,4.2,16,3
2300,31,Male,Mens Clothing,Jeans,78.33,Summer,Cash on Delivery,3.5,18,9
2301,44,Female,Beauty,Perfume,39.78,Summer,Cash on Delivery,3.2,14,2
2302,48,Male,Mens Clothing,Shirt,185.38,Winter,Card,4,21,8
2303,56,Male,Electronics,Laptop,1705.8,Winter,Card,4.4,12,6
2304,64,Female,Home,Curtains,169.94,Winter,Card,4.5,11,3
2305,61,Female,Footwear,Formal Shoes,50,Summer,Cash on Delivery,3.8,15,5
2306,27,Female,Womens Clothing,Jeans,60.07,Autumn,Cash on Delivery,4.2,13,4
2307,27,Female,Accessories,Sunglasses,20.49,Spring,Card,4.7,19,7
2308,50,Female,Accessories,Wallet,140.16,Summer,Card,4.5,9,2
2309,21,Female,Beauty,Makeup Set,108.17,Autumn,Card,4.5,12,6
2310,65,Male,Sports,Football,153.65,Autumn,Card,2.9,23,9
2311,68,Male,Footwear,Sneakers,224.62,Summer,Card,3.9,4,2
2312,45,Male,Sports,Football,111.02,Winter,Card,3.4,10,5
2313,34,Male,Mens Clothing,T-Shirt,149.08,Summer,Card,3.8,20,5
2314,25,Male,Groceries,Snacks,13.2,Autumn,Card,3.9,26,8
2315,37,Male,Home,Lamp,64.24,Summer,Card,3.6,4,2
2316,41,Male,Sports,Yoga Mat,124.84,Autumn,Card,3.9,22,6
2317,68,Male,Footwear,Sandals,102.27,Summer,Card,3.9,12,6
2318,46,Female,Home,Curtains,186.17,Spring,Card,3.7,22,6
2319,39,Female,Womens Clothing,Top,143.51,Summer,Card,3.7,22,6
2320,53,Male,Footwear,Sneakers,97.72,Autumn,Card,3.3,24,7
2321,47,Female,Sports,Football,212.99,Autumn,Card,4.1,15,5
2322,70,Female,Accessories,Sunglasses,149.53,Summer,Card,3.8,8,4
2323,27,Male,Footwear,Sneakers,104.13,Winter,Card,3,19,7
2324,66,Male,Footwear,Sneakers,86.86,Spring,Cash on Delivery,2.6,12,6
2325,50,Male,Footwear,Sneakers,155.92,Winter,Card,2.6,6,3
2326,46,Female,Beauty,Skincare Kit,42.37,Summer,Card,3.3,11,3
2327,34,Male,Mens Clothing,T-Shirt,55.77,Autumn,Card,2.4,10,5
2328,35,Female,Footwear,Sandals,202.39,Winter,Card,2.5,11,3
2329,30,Female,Beauty,Makeup Set,146.26,Winter,Card,3.9,7,1
2330,64,Male,Electronics,Headphones,1531.63,Spring,Card,4.1,28,9
2331,42,Male,Footwear,Sandals,53.4,Summer,Cash on Delivery,4.4,16,3
2332,70,Male,Home,Curtains,255.78,Autumn,Card,2.9,20,5
2333,48,Female,Womens Clothing,Skirt,171.19,Winter,Card,3.8,14,7
2334,43,Female,Accessories,Handbag,38.45,Winter,Card,4.2,19,7
2335,68,Male,Footwear,Formal Shoes,117.49,Autumn,Card,4.3,19,7
2336,64,Male,Groceries,Cooking Oil,8.37,Summer,Cash on Delivery,4.4,22,11
2337,45,Male,Mens Clothing,Shirt,157.65,Winter,Card,2.7,15,5
2338,37,Female,Accessories,Sunglasses,172.44,Summer,Card,3.9,18,9
2339,55,Female,Accessories,Wallet,109.99,Summer,Card,3.8,6,3
2340,26,Male,Footwear,Sandals,123.73,Spring,Card,3.3,23,9
2341,66,Female,Beauty,Skincare Kit,102.25,Spring,Card,3.4,16,3
2342,49,Female,Womens Clothing,Dress,46.77,Summer,Cash on Delivery,4.4,14,2
2343,52,Male,Footwear,Sandals,107.99,Winter,Card,3.7,14,7
2344,57,Female,Sports,Yoga Mat,133.57,Autumn,Card,3.8,24,7
2345,66,Male,Mens Clothing,T-Shirt,95.73,Winter,Cash on Delivery,2.7,19,7
2346,55,Male,Footwear,Sandals,97.58,Spring,Card,3.5,16,3
2347,34,Female,Footwear,Sandals,46.66,Autumn,Card,4.1,15,5
2348,57,Female,Womens Clothing,Skirt,120.4,Spring,Card,3.5,18,4
2349,25,Female,Groceries,Beverages,32.25,Winter,Cash on Delivery,3.5,15,5
2350,56,Female,Beauty,Makeup Set,140.52,Autumn,Card,3.7,6,3
2351,63,Male,Mens Clothing,T-Shirt,56.51,Spring,Card,3.4,13,4
2352,41,Male,Electronics,Smart Watch,1053.68,Summer,Card,3.5,6,3
2353,57,Male,Mens Clothing,Shirt,147.73,Winter,Card,3.6,15,5
2354,29,Female,Home,Curtains,58.79,Autumn,Cash on Delivery,2.4,18,9
2355,52,Female,Groceries,Rice Pack,17.37,Winter,Cash on Delivery,4.3,17,6
2356,59,Female,Accessories,Wallet,153.74,Winter,Card,4,15,5
2357,70,Male,Groceries,Cooking Oil,22.29,Winter,Cash on Delivery,4.2,12,6
2358,50,Female,Beauty,Makeup Set,29.51,Spring,Cash on Delivery,4.2,34,12
2359,24,Male,Sports,Yoga Mat,232.38,Spring,Card,4.7,22,6
2360,45,Female,Sports,Yoga Mat,107.39,Spring,Card,4.1,12,6
2361,59,Female,Accessories,Handbag,97.16,Winter,Cash on Delivery,2.9,17,6
2362,46,Male,Sports,Dumbbells,173.47,Spring,Card,4,24,7
2363,42,Female,Footwear,Formal Shoes,119.21,Summer,Card,2.7,6,3
2364,56,Male,Sports,Yoga Mat,39.86,Winter,Card,2.9,4,2
2365,22,Male,Electronics,Smart Watch,504.91,Summer,Card,3.8,15,5
2366,45,Male,Footwear,Sneakers,96.52,Spring,Cash on Delivery,3.3,11,3
2367,34,Male,Footwear,Formal Shoes,109.16,Spring,Card,3.7,13,4
2368,69,Female,Accessories,Wallet,145.25,Winter,Card,4.7,11,3
2369,57,Female,Womens Clothing,Top,193.36,Summer,Card,3.8,20,5
2370,36,Male,Footwear,Sandals,116.93,Autumn,Card,4.8,32,11
2371,53,Female,Accessories,Sunglasses,152.31,Winter,Card,4.7,18,4
2372,27,Male,Sports,Yoga Mat,52.75,Spring,Card,3.8,19,7
2373,49,Female,Beauty,Skincare Kit,141.08,Summer,Card,4.5,23,9
2374,45,Female,Groceries,Snacks,79,Spring,Cash on Delivery,3.1,11,3
2375,58,Female,Home,Curtains,53.86,Spring,Card,4,8,4
2376,57,Male,Sports,Dumbbells,143.78,Summer,Card,3.1,8,4
2377,50,Female,Footwear,Sandals,225.05,Summer,Card,3.8,11,3
2378,26,Male,Sports,Dumbbells,180.74,Spring,Card,4.2,32,11
2379,31,Male,Sports,Football,197.61,Autumn,Card,3.5,12,6
2380,59,Female,Womens Clothing,Top,192.86,Spring,Card,4.2,18,4
2381,36,Female,Womens Clothing,Dress,71.03,Summer,Card,4.8,22,6
2382,37,Female,Beauty,Perfume,90.69,Autumn,Card,4.3,10,0
2383,60,Female,Beauty,Skincare Kit,75.29,Spring,Card,5,20,5
2384,27,Male,Mens Clothing,Jacket,62.41,Spring,Cash on Delivery,2.9,13,4
2385,65,Male,Mens Clothing,Jacket,169.17,Autumn,Card,3.8,10,5
2386,39,Male,Electronics,Mobile Phone,2886.67,Summer,Card,3.6,19,7
2387,60,Male,Footwear,Sneakers,144.37,Winter,Card,4.4,18,4
2388,56,Male,Groceries,Cooking Oil,23.35,Winter,Card,4.9,17,6
2389,32,Male,Mens Clothing,Jeans,191.09,Summer,Card,4.2,14,7
2390,47,Female,Footwear,Formal Shoes,69.52,Summer,Cash on Delivery,3.2,20,5
2391,55,Male,Mens Clothing,Jeans,119.06,Autumn,Card,3.6,8,4
2392,52,Female,Beauty,Makeup Set,64.56,Winter,Card,3.2,12,6
2393,59,Female,Footwear,Sneakers,90.14,Spring,Cash on Delivery,3.9,11,3
2394,32,Male,Electronics,Headphones,1690.64,Spring,Card,4.6,18,4
2395,60,Female,Footwear,Sandals,136.97,Summer,Card,4.5,11,3
2396,66,Male,Home,Lamp,116.48,Spring,Card,5,24,12
2397,22,Male,Electronics,Mobile Phone,503.66,Winter,Card,2.8,14,7
2398,21,Female,Footwear,Sneakers,176.14,Autumn,Card,3.6,26,8
2399,61,Female,Footwear,Formal Shoes,202.84,Spring,Card,3.2,10,5
2400,45,Male,Footwear,Sandals,95.24,Winter,Cash on Delivery,4.6,11,3
2401,59,Female,Womens Clothing,Top,188.01,Winter,Card,2.8,12,6
2402,50,Male,Groceries,Beverages,11.64,Summer,Cash on Delivery,2.8,2,1
2403,61,Male,Groceries,Beverages,49.05,Summer,Card,2.7,22,6
2404,36,Female,Sports,Yoga Mat,51.28,Spring,Card,4.5,22,6
2405,45,Male,Footwear,Sneakers,53.31,Summer,Cash on Delivery,3.8,20,5
2406,23,Male,Footwear,Sandals,70.92,Summer,Card,2.8,24,7
2407,66,Female,Home,Lamp,245.8,Winter,Card,3.1,14,7
2408,62,Male,Footwear,Sandals,111.93,Summer,Card,2.3,10,5
2409,33,Male,Mens Clothing,T-Shirt,81.37,Summer,Cash on Delivery,4.2,18,4
2410,64,Female,Beauty,Makeup Set,49.12,Autumn,Cash on Delivery,3.6,19,7
2411,34,Female,Accessories,Handbag,23.82,Winter,Card,4.6,24,7
2412,41,Male,Home,Curtains,295.39,Autumn,Card,3.8,6,3
2413,62,Female,Womens Clothing,Dress,191.31,Winter,Card,3.6,12,6
2414,63,Female,Footwear,Sandals,75.31,Autumn,Cash on Delivery,4,22,11
2415,65,Male,Mens Clothing,T-Shirt,191.04,Autumn,Card,4.2,16,3
2416,44,Female,Beauty,Makeup Set,68.39,Summer,Cash on Delivery,3.2,15,5
2417,53,Male,Footwear,Sneakers,192.28,Spring,Card,3.7,14,7
2418,40,Male,Footwear,Formal Shoes,236.78,Spring,Card,4.1,22,6
2419,31,Female,Groceries,Beverages,52.19,Winter,Cash on Delivery,5,2,1
2420,46,Female,Beauty,Skincare Kit,63.26,Autumn,Cash on Delivery,4.2,22,6
2421,43,Female,Beauty,Perfume,57.97,Summer,Cash on Delivery,4.8,20,5
2422,58,Male,Electronics,Mobile Phone,2430.6,Autumn,Card,3.1,6,3
2423,63,Male,Home,Kitchen Set,50.59,Spring,Cash on Delivery,3.2,6,3
2424,31,Male,Electronics,Mobile Phone,2025.94,Summer,Card,3.8,18,9
2425,29,Male,Sports,Yoga Mat,217.27,Spring,Card,4.5,18,4
2426,61,Female,Beauty,Skincare Kit,81.17,Spring,Cash on Delivery,3.7,18,4
2427,22,Female,Sports,Yoga Mat,88.1,Spring,Cash on Delivery,3.3,25,10
2428,45,Female,Womens Clothing,Jeans,174.75,Autumn,Card,3.5,14,2
2429,39,Male,Groceries,Rice Pack,56.99,Autumn,Cash on Delivery,3.3,25,10
2430,20,Female,Womens Clothing,Top,95.46,Autumn,Cash on Delivery,4.5,23,9
2431,22,Male,Sports,Dumbbells,108.86,Spring,Card,3.6,15,5
2432,54,Female,Womens Clothing,Skirt,166.88,Spring,Card,3.5,18,4
2433,52,Male,Electronics,Mobile Phone,523.38,Summer,Card,3.9,18,4
2434,25,Male,Mens Clothing,T-Shirt,109.68,Winter,Card,2.8,13,4
2435,67,Male,Home,Lamp,222.65,Autumn,Card,3,9,2
2436,59,Male,Footwear,Sandals,141.41,Spring,Card,3.3,12,6
2437,59,Male,Sports,Yoga Mat,165.82,Winter,Card,3.8,17,6
2438,66,Female,Womens Clothing,Skirt,52.02,Autumn,Cash on Delivery,3.9,20,5
2439,45,Female,Beauty,Perfume,130.55,Autumn,Card,4.8,8,4
2440,36,Male,Mens Clothing,Jacket,108.9,Summer,Card,3,16,8
2441,48,Female,Beauty,Skincare Kit,88.67,Winter,Card,4.2,20,5
2442,26,Male,Sports,Dumbbells,231.99,Winter,Card,3,20,5
2443,34,Male,Electronics,Headphones,585.57,Summer,Card,4.6,26,8
2444,63,Female,Beauty,Perfume,33.49,Summer,Cash on Delivery,3.6,21,8
2445,68,Male,Footwear,Sandals,145.49,Summer,Card,3.9,10,5
2446,65,Female,Home,Curtains,39.99,Autumn,Cash on Delivery,2.8,17,6
2447,39,Male,Electronics,Laptop,1959.09,Winter,Card,4.2,12,1
2448,66,Female,Sports,Football,109.15,Winter,Card,2.8,18,4
2449,31,Male,Sports,Yoga Mat,247.77,Spring,Card,2.8,10,5
2450,29,Female,Footwear,Formal Shoes,175.99,Spring,Card,5,24,7
2451,33,Female,Beauty,Makeup Set,20.03,Summer,Card,3.6,20,5
2452,23,Female,Womens Clothing,Skirt,194.96,Spring,Card,2.9,14,7
2453,47,Female,Beauty,Makeup Set,132.65,Winter,Card,3.9,19,7
2454,32,Female,Sports,Yoga Mat,119.74,Spring,Card,3.3,22,11
2455,49,Female,Sports,Football,105.64,Spring,Card,3.3,24,7
2456,37,Male,Footwear,Formal Shoes,232.32,Summer,Card,3.8,16,3
2457,41,Male,Sports,Football,142.71,Winter,Card,4.2,20,5
2458,37,Male,Sports,Dumbbells,163.3,Autumn,Card,3.6,12,6
2459,55,Male,Electronics,Laptop,2997.94,Autumn,Card,4.2,14,2
2460,42,Male,Electronics,Smart Watch,1412.92,Autumn,Card,3.9,19,7
2461,60,Female,Footwear,Sandals,104.02,Winter,Card,5,8,4
2462,62,Female,Beauty,Makeup Set,20.71,Autumn,Card,3.8,20,5
2463,56,Female,Womens Clothing,Dress,83.87,Spring,Card,3.9,17,6
2464,67,Male,Mens Clothing,T-Shirt,43.13,Winter,Cash on Delivery,3,9,2
2465,59,Male,Sports,Football,73.74,Summer,Card,3.8,15,5
2466,32,Male,Sports,Football,144.04,Summer,Card,3.8,13,4
2467,24,Female,Beauty,Makeup Set,82.17,Winter,Card,3.4,15,5
2468,31,Female,Womens Clothing,Skirt,128.18,Autumn,Card,4,17,6
2469,67,Female,Womens Clothing,Top,74.73,Autumn,Cash on Delivery,3.7,20,5
2470,41,Female,Home,Curtains,159.58,Spring,Card,4.4,8,4
2471,58,Female,Womens Clothing,Skirt,142.95,Winter,Card,4.8,15,5
2472,22,Female,Beauty,Perfume,56.67,Summer,Cash on Delivery,4.3,15,5
2473,56,Female,Accessories,Wallet,60.82,Spring,Cash on Delivery,3.5,8,4
2474,64,Female,Footwear,Sneakers,249.17,Spring,Card,4.8,8,4
2475,58,Female,Womens Clothing,Dress,105.75,Autumn,Card,4.5,19,7
2476,57,Male,Sports,Dumbbells,89.44,Autumn,Cash on Delivery,4.9,10,5
2477,37,Male,Sports,Football,182.81,Summer,Card,3.2,16,3
2478,30,Male,Sports,Football,49.64,Spring,Cash on Delivery,4.1,9,2
2479,56,Male,Sports,Yoga Mat,118.27,Autumn,Card,4,19,7
2480,41,Female,Accessories,Wallet,155.41,Winter,Card,5,22,6
2481,47,Male,Footwear,Sandals,162.15,Autumn,Card,4.9,22,6
2482,62,Male,Mens Clothing,Shirt,122.41,Spring,Card,3,17,6
2483,42,Male,Footwear,Sandals,166.76,Spring,Card,3.4,18,9
2484,55,Male,Sports,Football,91.77,Autumn,Cash on Delivery,3.8,20,5
2485,70,Female,Womens Clothing,Top,112.59,Spring,Card,4.7,18,4
2486,30,Female,Womens Clothing,Top,77.54,Summer,Cash on Delivery,3.8,18,4
2487,58,Female,Accessories,Sunglasses,125.61,Autumn,Card,3.3,12,6
2488,66,Female,Accessories,Handbag,175.38,Autumn,Card,4.1,12,6
2489,45,Female,Footwear,Sandals,199.34,Summer,Card,5,16,3
2490,57,Male,Footwear,Sneakers,102.02,Winter,Card,4,19,7
2491,27,Male,Electronics,Smart Watch,736.82,Autumn,Card,4.4,10,5
2492,61,Male,Mens Clothing,Shirt,67.64,Summer,Cash on Delivery,3.6,18,4
2493,61,Male,Mens Clothing,Shirt,97.18,Summer,Card,3.9,19,7
2494,36,Female,Womens Clothing,Top,96.2,Winter,Cash on Delivery,5,6,3
2495,30,Male,Footwear,Formal Shoes,178.66,Winter,Card,3.1,16,3
2496,58,Male,Mens Clothing,Shirt,59.56,Autumn,Card,4.5,24,7
2497,44,Male,Sports,Football,211.96,Spring,Card,2.7,24,7
2498,28,Male,Footwear,Formal Shoes,54.72,Winter,Cash on Delivery,3,8,4
2499,50,Female,Womens Clothing,Jeans,166.8,Autumn,Card,4.8,15,5
2500,36,Female,Sports,Football,180.09,Winter,Card,4.9,19,7
2501,55,Female,Sports,Football,73.29,Winter,Card,4.6,19,7
2502,49,Male,Sports,Football,240.58,Spring,Card,4.2,24,7
2503,58,Female,Home,Kitchen Set,80.55,Spring,Card,4.8,13,4
2504,57,Male,Electronics,Smart Watch,1635.17,Summer,Card,4.1,9,2
2505,25,Male,Footwear,Formal Shoes,226.76,Winter,Card,4.2,21,8
2506,42,Male,Sports,Football,132.34,Spring,Card,4.5,20,5
2507,42,Female,Accessories,Wallet,151.58,Spring,Card,4.1,2,1
2508,35,Male,Groceries,Cooking Oil,6.79,Autumn,Cash on Delivery,3.4,16,8
2509,53,Female,Footwear,Sandals,177.6,Autumn,Card,5,26,8
2510,49,Male,Electronics,Smart Watch,1297.09,Spring,Card,4.8,20,5
2511,28,Female,Accessories,Sunglasses,76.02,Autumn,Card,4,22,6
2512,37,Female,Footwear,Formal Shoes,158.57,Spring,Card,3.3,6,3
2513,27,Female,Womens Clothing,Skirt,88.33,Winter,Card,3.8,10,5
2514,54,Male,Mens Clothing,Shirt,181.51,Autumn,Card,4.8,13,4
2515,27,Male,Mens Clothing,Shirt,48.86,Winter,Cash on Delivery,4.8,8,4
2516,55,Female,Accessories,Handbag,124.2,Spring,Card,3.6,12,6
2517,37,Female,Beauty,Skincare Kit,130.83,Spring,Card,5,18,4
2518,21,Male,Mens Clothing,Shirt,46.83,Spring,Card,5,16,3
2519,47,Male,Footwear,Formal Shoes,43.11,Spring,Card,3.6,16,8
2520,55,Female,Beauty,Makeup Set,131.37,Autumn,Card,3.4,14,2
2521,35,Female,Footwear,Formal Shoes,216.78,Autumn,Card,3.7,10,5
2522,45,Female,Groceries,Snacks,21.14,Winter,Card,3.7,22,6
2523,69,Female,Footwear,Formal Shoes,237.37,Autumn,Card,3.1,16,3
2524,35,Female,Footwear,Sandals,112.58,Winter,Card,4,8,4
2525,47,Male,Groceries,Rice Pack,38.12,Autumn,Cash on Delivery,3.7,8,4
2526,40,Female,Beauty,Perfume,79.73,Autumn,Card,3.5,12,1
2527,40,Female,Groceries,Snacks,23.39,Winter,Cash on Delivery,3.7,18,4
2528,49,Female,Sports,Football,155.92,Summer,Card,4.1,8,4
2529,25,Male,Electronics,Headphones,1144.23,Summer,Card,3.4,2,1
2530,35,Male,Mens Clothing,T-Shirt,180.47,Winter,Card,4,12,6
2531,67,Female,Home,Lamp,127.66,Summer,Card,4.3,15,5
2532,58,Female,Groceries,Cooking Oil,24.67,Spring,Card,5,8,4
2533,57,Male,Home,Curtains,146.46,Spring,Card,4.4,6,3
2534,44,Female,Womens Clothing,Skirt,88.66,Spring,Cash on Delivery,3.1,15,5
2535,22,Male,Sports,Dumbbells,174.54,Winter,Card,3.3,18,9
2536,26,Male,Electronics,Laptop,689.29,Autumn,Card,3.7,4,2
2537,48,Female,Womens Clothing,Top,102.81,Summer,Card,2.8,13,4
2538,53,Female,Womens Clothing,Skirt,98.94,Autumn,Card,4.8,15,5
2539,63,Male,Mens Clothing,T-Shirt,111.55,Winter,Card,3.4,12,6
2540,56,Female,Footwear,Formal Shoes,97.22,Autumn,Card,2.8,4,2
2541,61,Female,Sports,Yoga Mat,25.02,Spring,Cash on Delivery,4.2,16,3
2542,36,Female,Footwear,Sneakers,96.04,Autumn,Cash on Delivery,2.8,20,5
2543,25,Male,Footwear,Sandals,77.54,Summer,Card,4,15,5
2544,23,Female,Footwear,Sandals,128.3,Autumn,Card,2.7,10,5
2545,64,Female,Footwear,Sneakers,123.62,Winter,Card,4.2,10,5
2546,54,Male,Sports,Yoga Mat,113.57,Autumn,Card,3,15,5
2547,22,Female,Accessories,Sunglasses,76.34,Summer,Cash on Delivery,3.9,17,6
2548,61,Male,Mens Clothing,T-Shirt,128.18,Spring,Card,3.6,16,3
2549,26,Male,Sports,Football,98.3,Autumn,Card,3.9,16,3
2550,42,Female,Beauty,Skincare Kit,74.72,Spring,Card,4.3,25,10
2551,56,Female,Womens Clothing,Top,104.87,Autumn,Card,4.4,22,11
2552,54,Female,Accessories,Wallet,54.62,Summer,Cash on Delivery,3.7,8,4
2553,50,Female,Accessories,Wallet,161.18,Summer,Card,3.9,22,6
2554,52,Female,Groceries,Cooking Oil,36.75,Autumn,Card,4,8,4
2555,41,Female,Accessories,Sunglasses,101.23,Spring,Card,2.8,15,5
2556,63,Female,Groceries,Beverages,69.8,Autumn,Cash on Delivery,5,10,5
2557,57,Female,Groceries,Beverages,56.76,Summer,Card,3.9,22,6
2558,44,Female,Sports,Dumbbells,192.76,Autumn,Card,3.5,15,5
2559,47,Male,Sports,Dumbbells,133.84,Summer,Card,5,14,7
2560,66,Female,Accessories,Sunglasses,48.53,Summer,Card,2.9,11,3
2561,65,Female,Home,Kitchen Set,157.49,Spring,Card,3.8,17,6
2562,69,Male,Footwear,Formal Shoes,157.2,Winter,Card,4.4,11,3
2563,45,Female,Beauty,Skincare Kit,59.66,Autumn,Card,3.8,11,3
2564,37,Female,Womens Clothing,Jeans,181.19,Summer,Card,4.3,22,6
2565,47,Female,Womens Clothing,Dress,123.24,Spring,Card,3.6,10,5
2566,33,Female,Womens Clothing,Dress,53.56,Spring,Card,3.1,10,5
2567,44,Female,Accessories,Handbag,153.45,Spring,Card,4.1,13,4
2568,30,Female,Footwear,Sneakers,136.93,Summer,Card,5,9,2
2569,70,Male,Mens Clothing,Jeans,198.86,Spring,Card,4.1,8,4
2570,44,Male,Sports,Yoga Mat,154.32,Winter,Card,4.6,10,5
2571,69,Male,Mens Clothing,Jacket,176.88,Spring,Card,4.3,9,2
2572,48,Female,Sports,Yoga Mat,91.06,Summer,Card,4.2,11,3
2573,33,Female,Footwear,Sandals,76.06,Autumn,Card,4,15,5
2574,52,Female,Accessories,Wallet,65.97,Spring,Card,2.9,6,3
2575,65,Male,Mens Clothing,Jeans,119.34,Winter,Card,4.1,8,4
2576,70,Female,Womens Clothing,Jeans,140.91,Spring,Card,3.1,10,5
2577,29,Male,Groceries,Snacks,51.55,Autumn,Card,4.2,7,1
2578,47,Male,Footwear,Sandals,45.39,Autumn,Card,4.1,19,7
2579,69,Female,Sports,Football,116.25,Winter,Card,4.6,24,7
2580,43,Female,Groceries,Rice Pack,65.16,Winter,Cash on Delivery,4.7,18,4
2581,33,Female,Womens Clothing,Top,123.96,Spring,Card,3.1,15,5
2582,66,Male,Footwear,Sandals,58.45,Winter,Card,3.5,20,5
2583,59,Female,Footwear,Formal Shoes,183.81,Spring,Card,4.1,22,6
2584,30,Female,Beauty,Skincare Kit,129.89,Summer,Card,4.2,17,6
2585,47,Male,Mens Clothing,Jacket,97.5,Spring,Cash on Delivery,4.7,12,6
2586,68,Male,Sports,Dumbbells,123.53,Spring,Card,4.4,14,2
2587,53,Male,Sports,Yoga Mat,152.45,Spring,Card,3,19,7
2588,30,Female,Womens Clothing,Top,148.18,Winter,Card,4.7,24,7
2589,52,Female,Groceries,Beverages,69.49,Spring,Cash on Delivery,3.9,12,6
2590,28,Female,Footwear,Sandals,221.51,Spring,Card,3,8,4
2591,40,Female,Sports,Yoga Mat,129.22,Autumn,Card,4.3,12,6
2592,46,Male,Sports,Dumbbells,67.89,Summer,Card,3.3,8,4
2593,26,Male,Groceries,Rice Pack,31.17,Autumn,Cash on Delivery,3.4,11,3
2594,54,Female,Accessories,Sunglasses,90.54,Summer,Cash on Delivery,3.4,18,4
2595,34,Male,Mens Clothing,Shirt,62.19,Winter,Cash on Delivery,4.1,18,4
2596,53,Female,Footwear,Sneakers,160.62,Summer,Card,3.4,21,8
2597,53,Male,Electronics,Laptop,2661.25,Spring,Card,4.5,24,7
2598,60,Female,Womens Clothing,Top,57.4,Winter,Cash on Delivery,3.3,17,6
2599,24,Male,Mens Clothing,Jacket,38.57,Summer,Card,3.5,6,3
2600,29,Female,Footwear,Sandals,57.06,Autumn,Card,4.1,12,6
2601,64,Male,Groceries,Rice Pack,49.9,Summer,Card,4.2,14,7
2602,48,Female,Accessories,Handbag,142.62,Autumn,Card,3.6,18,9
2603,55,Male,Mens Clothing,Jeans,90.45,Spring,Cash on Delivery,3.3,8,4
2604,59,Male,Sports,Yoga Mat,207.97,Spring,Card,4.5,13,4
2605,29,Male,Sports,Dumbbells,78.87,Summer,Cash on Delivery,3.9,17,6
2606,47,Male,Mens Clothing,T-Shirt,160.26,Summer,Card,3.7,20,5
2607,27,Male,Sports,Football,227.6,Winter,Card,4.9,14,2
2608,37,Female,Footwear,Sandals,62.2,Summer,Cash on Delivery,4,18,9
2609,30,Male,Mens Clothing,Shirt,111.07,Spring,Card,3.9,23,9
2610,44,Male,Home,Lamp,136.96,Summer,Card,2.5,19,7
2611,28,Female,Sports,Dumbbells,99.34,Winter,Cash on Delivery,4.1,15,5
2612,58,Female,Beauty,Skincare Kit,59.64,Spring,Cash on Delivery,3.1,15,5
2613,67,Female,Womens Clothing,Dress,44.95,Winter,Card,2.8,12,6
2614,58,Male,Electronics,Mobile Phone,926.5,Summer,Card,4.3,6,3
2615,45,Female,Groceries,Beverages,59.98,Summer,Card,4,6,3
2616,26,Male,Sports,Yoga Mat,188.94,Winter,Card,4.3,18,4
2617,56,Female,Footwear,Sneakers,177.97,Spring,Card,4,20,10
2618,50,Female,Accessories,Wallet,128.68,Spring,Card,3.7,11,3
2619,48,Male,Sports,Football,137.67,Spring,Card,3.7,4,2
2620,28,Male,Mens Clothing,Jeans,138.24,Autumn,Card,3.1,11,3
2621,60,Male,Sports,Yoga Mat,26.82,Winter,Card,4.5,11,3
2622,64,Female,Womens Clothing,Skirt,83.11,Spring,Cash on Delivery,2.9,11,3
2623,47,Male,Sports,Yoga Mat,126.93,Summer,Card,3.6,20,10
2624,28,Male,Home,Kitchen Set,241.39,Spring,Card,3.2,17,6
2625,48,Female,Beauty,Skincare Kit,128.09,Winter,Card,4.2,14,7
2626,29,Male,Footwear,Formal Shoes,184.29,Spring,Card,2.8,24,7
2627,60,Female,Beauty,Skincare Kit,144.08,Autumn,Card,2.5,6,3
2628,48,Female,Womens Clothing,Skirt,74.56,Autumn,Cash on Delivery,3.3,8,4
2629,66,Male,Footwear,Formal Shoes,127.67,Autumn,Card,3.4,0,0
2630,49,Female,Footwear,Formal Shoes,73.3,Summer,Cash on Delivery,3.3,8,4
2631,25,Male,Sports,Football,106.6,Autumn,Card,3.8,17,6
2632,52,Male,Electronics,Mobile Phone,1302.45,Autumn,Card,4.5,18,9
2633,65,Male,Home,Kitchen Set,275.34,Autumn,Card,3,14,7
